p,q,K,KB,t,r_ens
2,3,0.400,0.410,11646,0.991999
2,3,0.400,0.410,11647,0.986859
2,3,0.400,0.410,11648,0.988017
2,3,0.400,0.410,11649,0.991310
2,3,0.400,0.410,11650,0.991361
2,3,0.400,0.410,11651,0.986786
2,3,0.400,0.410,11652,0.987658
2,3,0.400,0.410,11653,0.993582
2,3,0.400,0.410,11654,0.988988
2,3,0.400,0.410,11655,0.986119
2,3,0.400,0.410,11656,0.990361
2,3,0.400,0.410,11657,0.991645
2,3,0.400,0.410,11658,0.988727
2,3,0.400,0.410,11659,0.986276
2,3,0.400,0.410,11660,0.991008
2,3,0.400,0.410,11661,0.991999
2,3,0.400,0.410,11662,0.986859
2,3,0.400,0.410,11663,0.988017
2,3,0.400,0.410,11664,0.991310
2,3,0.400,0.410,11665,0.991361
2,3,0.400,0.410,11666,0.986786
2,3,0.400,0.410,11667,0.987658
2,3,0.400,0.410,11668,0.993582
2,3,0.400,0.410,11669,0.988988
2,3,0.400,0.410,11670,0.986119
2,3,0.400,0.410,11671,0.990361
2,3,0.400,0.410,11672,0.991645
2,3,0.400,0.410,11673,0.988727
2,3,0.400,0.410,11674,0.986276
2,3,0.400,0.410,11675,0.991008
2,3,0.400,0.410,11676,0.991999
2,3,0.400,0.410,11677,0.986859
2,3,0.400,0.410,11678,0.988017
2,3,0.400,0.410,11679,0.991310
2,3,0.400,0.410,11680,0.991361
2,3,0.400,0.410,11681,0.986786
2,3,0.400,0.410,11682,0.987658
2,3,0.400,0.410,11683,0.993582
2,3,0.400,0.410,11684,0.988988
2,3,0.400,0.410,11685,0.986119
2,3,0.400,0.410,11686,0.990361
2,3,0.400,0.410,11687,0.991645
2,3,0.400,0.410,11688,0.988727
2,3,0.400,0.410,11689,0.986276
2,3,0.400,0.410,11690,0.991008
2,3,0.400,0.410,11691,0.991999
2,3,0.400,0.410,11692,0.986859
2,3,0.400,0.410,11693,0.988017
2,3,0.400,0.410,11694,0.991310
2,3,0.400,0.410,11695,0.991361
2,3,0.400,0.410,11696,0.986786
2,3,0.400,0.410,11697,0.987658
2,3,0.400,0.410,11698,0.993582
2,3,0.400,0.410,11699,0.988988
2,3,0.400,0.410,11700,0.986119
2,3,0.400,0.410,11701,0.990361
2,3,0.400,0.410,11702,0.991645
2,3,0.400,0.410,11703,0.988727
2,3,0.400,0.410,11704,0.986276
2,3,0.400,0.410,11705,0.991008
2,3,0.400,0.410,11706,0.991999
2,3,0.400,0.410,11707,0.986859
2,3,0.400,0.410,11708,0.988017
2,3,0.400,0.410,11709,0.991310
2,3,0.400,0.410,11710,0.991361
2,3,0.400,0.410,11711,0.986786
2,3,0.400,0.410,11712,0.987658
2,3,0.400,0.410,11713,0.993582
2,3,0.400,0.410,11714,0.988988
2,3,0.400,0.410,11715,0.986119
2,3,0.400,0.410,11716,0.990361
2,3,0.400,0.410,11717,0.991645
2,3,0.400,0.410,11718,0.988727
2,3,0.400,0.410,11719,0.986276
2,3,0.400,0.410,11720,0.991008
2,3,0.400,0.410,11721,0.991999
2,3,0.400,0.410,11722,0.986859
2,3,0.400,0.410,11723,0.988017
2,3,0.400,0.410,11724,0.991310
2,3,0.400,0.410,11725,0.991361
2,3,0.400,0.410,11726,0.986786
2,3,0.400,0.410,11727,0.987658
2,3,0.400,0.410,11728,0.993582
2,3,0.400,0.410,11729,0.988988
2,3,0.400,0.410,11730,0.986119
2,3,0.400,0.410,11731,0.990361
2,3,0.400,0.410,11732,0.991645
2,3,0.400,0.410,11733,0.988727
2,3,0.400,0.410,11734,0.986276
2,3,0.400,0.410,11735,0.991008
2,3,0.400,0.410,11736,0.991999
2,3,0.400,0.410,11737,0.986859
2,3,0.400,0.410,11738,0.988017
2,3,0.400,0.410,11739,0.991310
2,3,0.400,0.410,11740,0.991361
2,3,0.400,0.410,11741,0.986786
2,3,0.400,0.410,11742,0.987658
2,3,0.400,0.410,11743,0.993582
2,3,0.400,0.410,11744,0.988988
2,3,0.400,0.410,11745,0.986119
2,3,0.400,0.410,11746,0.990361
2,3,0.400,0.410,11747,0.991645
2,3,0.400,0.410,11748,0.988727
2,3,0.400,0.410,11749,0.986276
2,3,0.400,0.410,11750,0.991008
2,3,0.400,0.410,11751,0.991999
2,3,0.400,0.410,11752,0.986859
2,3,0.400,0.410,11753,0.988017
2,3,0.400,0.410,11754,0.991310
2,3,0.400,0.410,11755,0.991361
2,3,0.400,0.410,11756,0.986786
2,3,0.400,0.410,11757,0.987658
2,3,0.400,0.410,11758,0.993582
2,3,0.400,0.410,11759,0.988988
2,3,0.400,0.410,11760,0.986119
2,3,0.400,0.410,11761,0.990361
2,3,0.400,0.410,11762,0.991645
2,3,0.400,0.410,11763,0.988727
2,3,0.400,0.410,11764,0.986276
2,3,0.400,0.410,11765,0.991008
2,3,0.400,0.410,11766,0.991999
2,3,0.400,0.410,11767,0.986859
2,3,0.400,0.410,11768,0.988017
2,3,0.400,0.410,11769,0.991310
2,3,0.400,0.410,11770,0.991361
2,3,0.400,0.410,11771,0.986786
2,3,0.400,0.410,11772,0.987658
2,3,0.400,0.410,11773,0.993582
2,3,0.400,0.410,11774,0.988988
2,3,0.400,0.410,11775,0.986119
2,3,0.400,0.410,11776,0.990361
2,3,0.400,0.410,11777,0.991645
2,3,0.400,0.410,11778,0.988727
2,3,0.400,0.410,11779,0.986276
2,3,0.400,0.410,11780,0.991008
2,3,0.400,0.410,11781,0.991999
2,3,0.400,0.410,11782,0.986859
2,3,0.400,0.410,11783,0.988017
2,3,0.400,0.410,11784,0.991310
2,3,0.400,0.410,11785,0.991361
2,3,0.400,0.410,11786,0.986786
2,3,0.400,0.410,11787,0.987658
2,3,0.400,0.410,11788,0.993582
2,3,0.400,0.410,11789,0.988988
2,3,0.400,0.410,11790,0.986119
2,3,0.400,0.410,11791,0.990361
2,3,0.400,0.410,11792,0.991645
2,3,0.400,0.410,11793,0.988727
2,3,0.400,0.410,11794,0.986276
2,3,0.400,0.410,11795,0.991008
2,3,0.400,0.410,11796,0.991999
2,3,0.400,0.410,11797,0.986859
2,3,0.400,0.410,11798,0.988017
2,3,0.400,0.410,11799,0.991310
2,3,0.400,0.410,11800,0.991361
2,3,0.400,0.410,11801,0.986786
2,3,0.400,0.410,11802,0.987658
2,3,0.400,0.410,11803,0.993582
2,3,0.400,0.410,11804,0.988988
2,3,0.400,0.410,11805,0.986119
2,3,0.400,0.410,11806,0.990361
2,3,0.400,0.410,11807,0.991645
2,3,0.400,0.410,11808,0.988727
2,3,0.400,0.410,11809,0.986276
2,3,0.400,0.410,11810,0.991008
2,3,0.400,0.410,11811,0.991999
2,3,0.400,0.410,11812,0.986859
2,3,0.400,0.410,11813,0.988017
2,3,0.400,0.410,11814,0.991310
2,3,0.400,0.410,11815,0.991361
2,3,0.400,0.410,11816,0.986786
2,3,0.400,0.410,11817,0.987658
2,3,0.400,0.410,11818,0.993582
2,3,0.400,0.410,11819,0.988988
2,3,0.400,0.410,11820,0.986119
2,3,0.400,0.410,11821,0.990361
2,3,0.400,0.410,11822,0.991645
2,3,0.400,0.410,11823,0.988727
2,3,0.400,0.410,11824,0.986276
2,3,0.400,0.410,11825,0.991008
2,3,0.400,0.410,11826,0.991999
2,3,0.400,0.410,11827,0.986859
2,3,0.400,0.410,11828,0.988017
2,3,0.400,0.410,11829,0.991310
2,3,0.400,0.410,11830,0.991361
2,3,0.400,0.410,11831,0.986786
2,3,0.400,0.410,11832,0.987658
2,3,0.400,0.410,11833,0.993582
2,3,0.400,0.410,11834,0.988988
2,3,0.400,0.410,11835,0.986119
2,3,0.400,0.410,11836,0.990361
2,3,0.400,0.410,11837,0.991645
2,3,0.400,0.410,11838,0.988727
2,3,0.400,0.410,11839,0.986276
2,3,0.400,0.410,11840,0.991008
2,3,0.400,0.410,11841,0.991999
2,3,0.400,0.410,11842,0.986859
2,3,0.400,0.410,11843,0.988017
2,3,0.400,0.410,11844,0.991310
2,3,0.400,0.410,11845,0.991361
2,3,0.400,0.410,11846,0.986786
2,3,0.400,0.410,11847,0.987658
2,3,0.400,0.410,11848,0.993582
2,3,0.400,0.410,11849,0.988988
2,3,0.400,0.410,11850,0.986119
2,3,0.400,0.410,11851,0.990361
2,3,0.400,0.410,11852,0.991645
2,3,0.400,0.410,11853,0.988727
2,3,0.400,0.410,11854,0.986276
2,3,0.400,0.410,11855,0.991008
2,3,0.400,0.410,11856,0.991999
2,3,0.400,0.410,11857,0.986859
2,3,0.400,0.410,11858,0.988017
2,3,0.400,0.410,11859,0.991310
2,3,0.400,0.410,11860,0.991361
2,3,0.400,0.410,11861,0.986786
2,3,0.400,0.410,11862,0.987658
2,3,0.400,0.410,11863,0.993582
2,3,0.400,0.410,11864,0.988988
2,3,0.400,0.410,11865,0.986119
2,3,0.400,0.410,11866,0.990361
2,3,0.400,0.410,11867,0.991645
2,3,0.400,0.410,11868,0.988727
2,3,0.400,0.410,11869,0.986276
2,3,0.400,0.410,11870,0.991008
2,3,0.400,0.410,11871,0.991999
2,3,0.400,0.410,11872,0.986859
2,3,0.400,0.410,11873,0.988017
2,3,0.400,0.410,11874,0.991310
2,3,0.400,0.410,11875,0.991361
2,3,0.400,0.410,11876,0.986786
2,3,0.400,0.410,11877,0.987658
2,3,0.400,0.410,11878,0.993582
2,3,0.400,0.410,11879,0.988988
2,3,0.400,0.410,11880,0.986119
2,3,0.400,0.410,11881,0.990361
2,3,0.400,0.410,11882,0.991645
2,3,0.400,0.410,11883,0.988727
2,3,0.400,0.410,11884,0.986276
2,3,0.400,0.410,11885,0.991008
2,3,0.400,0.410,11886,0.991999
2,3,0.400,0.410,11887,0.986859
2,3,0.400,0.410,11888,0.988017
2,3,0.400,0.410,11889,0.991310
2,3,0.400,0.410,11890,0.991361
2,3,0.400,0.410,11891,0.986786
2,3,0.400,0.410,11892,0.987658
2,3,0.400,0.410,11893,0.993582
2,3,0.400,0.410,11894,0.988988
2,3,0.400,0.410,11895,0.986119
2,3,0.400,0.410,11896,0.990361
2,3,0.400,0.410,11897,0.991645
2,3,0.400,0.410,11898,0.988727
2,3,0.400,0.410,11899,0.986276
2,3,0.400,0.410,11900,0.991008
2,3,0.400,0.410,11901,0.991999
2,3,0.400,0.410,11902,0.986859
2,3,0.400,0.410,11903,0.988017
2,3,0.400,0.410,11904,0.991310
2,3,0.400,0.410,11905,0.991361
2,3,0.400,0.410,11906,0.986786
2,3,0.400,0.410,11907,0.987658
2,3,0.400,0.410,11908,0.993582
2,3,0.400,0.410,11909,0.988988
2,3,0.400,0.410,11910,0.986119
2,3,0.400,0.410,11911,0.990361
2,3,0.400,0.410,11912,0.991645
2,3,0.400,0.410,11913,0.988727
2,3,0.400,0.410,11914,0.986276
2,3,0.400,0.410,11915,0.991008
2,3,0.400,0.410,11916,0.991999
2,3,0.400,0.410,11917,0.986859
2,3,0.400,0.410,11918,0.988017
2,3,0.400,0.410,11919,0.991310
2,3,0.400,0.410,11920,0.991361
2,3,0.400,0.410,11921,0.986786
2,3,0.400,0.410,11922,0.987658
2,3,0.400,0.410,11923,0.993582
2,3,0.400,0.410,11924,0.988988
2,3,0.400,0.410,11925,0.986119
2,3,0.400,0.410,11926,0.990361
2,3,0.400,0.410,11927,0.991645
2,3,0.400,0.410,11928,0.988727
2,3,0.400,0.410,11929,0.986276
2,3,0.400,0.410,11930,0.991008
2,3,0.400,0.410,11931,0.991999
2,3,0.400,0.410,11932,0.986859
2,3,0.400,0.410,11933,0.988017
2,3,0.400,0.410,11934,0.991310
2,3,0.400,0.410,11935,0.991361
2,3,0.400,0.410,11936,0.986786
2,3,0.400,0.410,11937,0.987658
2,3,0.400,0.410,11938,0.993582
2,3,0.400,0.410,11939,0.988988
2,3,0.400,0.410,11940,0.986119
2,3,0.400,0.410,11941,0.990361
2,3,0.400,0.410,11942,0.991645
2,3,0.400,0.410,11943,0.988727
2,3,0.400,0.410,11944,0.986276
2,3,0.400,0.410,11945,0.991008
2,3,0.400,0.410,11946,0.991999
2,3,0.400,0.410,11947,0.986859
2,3,0.400,0.410,11948,0.988017
2,3,0.400,0.410,11949,0.991310
2,3,0.400,0.410,11950,0.991361
2,3,0.400,0.410,11951,0.986786
2,3,0.400,0.410,11952,0.987658
2,3,0.400,0.410,11953,0.993582
2,3,0.400,0.410,11954,0.988988
2,3,0.400,0.410,11955,0.986119
2,3,0.400,0.410,11956,0.990361
2,3,0.400,0.410,11957,0.991645
2,3,0.400,0.410,11958,0.988727
2,3,0.400,0.410,11959,0.986276
2,3,0.400,0.410,11960,0.991008
2,3,0.400,0.410,11961,0.991999
2,3,0.400,0.410,11962,0.986859
2,3,0.400,0.410,11963,0.988017
2,3,0.400,0.410,11964,0.991310
2,3,0.400,0.410,11965,0.991361
2,3,0.400,0.410,11966,0.986786
2,3,0.400,0.410,11967,0.987658
2,3,0.400,0.410,11968,0.993582
2,3,0.400,0.410,11969,0.988988
2,3,0.400,0.410,11970,0.986119
2,3,0.400,0.410,11971,0.990361
2,3,0.400,0.410,11972,0.991645
2,3,0.400,0.410,11973,0.988727
2,3,0.400,0.410,11974,0.986276
2,3,0.400,0.410,11975,0.991008
2,3,0.400,0.410,11976,0.991999
2,3,0.400,0.410,11977,0.986859
2,3,0.400,0.410,11978,0.988017
2,3,0.400,0.410,11979,0.991310
2,3,0.400,0.410,11980,0.991361
2,3,0.400,0.410,11981,0.986786
2,3,0.400,0.410,11982,0.987658
2,3,0.400,0.410,11983,0.993582
2,3,0.400,0.410,11984,0.988988
2,3,0.400,0.410,11985,0.986119
2,3,0.400,0.410,11986,0.990361
2,3,0.400,0.410,11987,0.991645
2,3,0.400,0.410,11988,0.988727
2,3,0.400,0.410,11989,0.986276
2,3,0.400,0.410,11990,0.991008
2,3,0.400,0.410,11991,0.991999
2,3,0.400,0.410,11992,0.986859
2,3,0.400,0.410,11993,0.988017
2,3,0.400,0.410,11994,0.991310
2,3,0.400,0.410,11995,0.991361
2,3,0.400,0.410,11996,0.986786
2,3,0.400,0.410,11997,0.987658
2,3,0.400,0.410,11998,0.993582
2,3,0.400,0.410,11999,0.988988
2,3,0.400,0.410,12000,0.986119
2,3,0.400,0.410,12001,0.990361
2,3,0.400,0.410,12002,0.991645
2,3,0.400,0.410,12003,0.988727
2,3,0.400,0.410,12004,0.986276
2,3,0.400,0.410,12005,0.991008
2,3,0.400,0.410,12006,0.991999
2,3,0.400,0.410,12007,0.986859
2,3,0.400,0.410,12008,0.988017
2,3,0.400,0.410,12009,0.991310
2,3,0.400,0.410,12010,0.991361
2,3,0.400,0.410,12011,0.986786
2,3,0.400,0.410,12012,0.987658
2,3,0.400,0.410,12013,0.993582
2,3,0.400,0.410,12014,0.988988
2,3,0.400,0.410,12015,0.986119
2,3,0.400,0.410,12016,0.990361
2,3,0.400,0.410,12017,0.991645
2,3,0.400,0.410,12018,0.988727
2,3,0.400,0.410,12019,0.986276
2,3,0.400,0.410,12020,0.991008
2,3,0.400,0.410,12021,0.991999
2,3,0.400,0.410,12022,0.986859
2,3,0.400,0.410,12023,0.988017
2,3,0.400,0.410,12024,0.991310
2,3,0.400,0.410,12025,0.991361
2,3,0.400,0.410,12026,0.986786
2,3,0.400,0.410,12027,0.987658
2,3,0.400,0.410,12028,0.993582
2,3,0.400,0.410,12029,0.988988
2,3,0.400,0.410,12030,0.986119
2,3,0.400,0.410,12031,0.990361
2,3,0.400,0.410,12032,0.991645
2,3,0.400,0.410,12033,0.988727
2,3,0.400,0.410,12034,0.986276
2,3,0.400,0.410,12035,0.991008
2,3,0.400,0.410,12036,0.991999
2,3,0.400,0.410,12037,0.986859
2,3,0.400,0.410,12038,0.988017
2,3,0.400,0.410,12039,0.991310
2,3,0.400,0.410,12040,0.991361
2,3,0.400,0.410,12041,0.986786
2,3,0.400,0.410,12042,0.987658
2,3,0.400,0.410,12043,0.993582
2,3,0.400,0.410,12044,0.988988
2,3,0.400,0.410,12045,0.986119
2,3,0.400,0.410,12046,0.990361
2,3,0.400,0.410,12047,0.991645
2,3,0.400,0.410,12048,0.988727
2,3,0.400,0.410,12049,0.986276
2,3,0.400,0.410,12050,0.991008
2,3,0.400,0.410,12051,0.991999
2,3,0.400,0.410,12052,0.986859
2,3,0.400,0.410,12053,0.988017
2,3,0.400,0.410,12054,0.991310
2,3,0.400,0.410,12055,0.991361
2,3,0.400,0.410,12056,0.986786
2,3,0.400,0.410,12057,0.987658
2,3,0.400,0.410,12058,0.993582
2,3,0.400,0.410,12059,0.988988
2,3,0.400,0.410,12060,0.986119
2,3,0.400,0.410,12061,0.990361
2,3,0.400,0.410,12062,0.991645
2,3,0.400,0.410,12063,0.988727
2,3,0.400,0.410,12064,0.986276
2,3,0.400,0.410,12065,0.991008
2,3,0.400,0.410,12066,0.991999
2,3,0.400,0.410,12067,0.986859
2,3,0.400,0.410,12068,0.988017
2,3,0.400,0.410,12069,0.991310
2,3,0.400,0.410,12070,0.991361
2,3,0.400,0.410,12071,0.986786
2,3,0.400,0.410,12072,0.987658
2,3,0.400,0.410,12073,0.993582
2,3,0.400,0.410,12074,0.988988
2,3,0.400,0.410,12075,0.986119
2,3,0.400,0.410,12076,0.990361
2,3,0.400,0.410,12077,0.991645
2,3,0.400,0.410,12078,0.988727
2,3,0.400,0.410,12079,0.986276
2,3,0.400,0.410,12080,0.991008
2,3,0.400,0.410,12081,0.991999
2,3,0.400,0.410,12082,0.986859
2,3,0.400,0.410,12083,0.988017
2,3,0.400,0.410,12084,0.991310
2,3,0.400,0.410,12085,0.991361
2,3,0.400,0.410,12086,0.986786
2,3,0.400,0.410,12087,0.987658
2,3,0.400,0.410,12088,0.993582
2,3,0.400,0.410,12089,0.988988
2,3,0.400,0.410,12090,0.986119
2,3,0.400,0.410,12091,0.990361
2,3,0.400,0.410,12092,0.991645
2,3,0.400,0.410,12093,0.988727
2,3,0.400,0.410,12094,0.986276
2,3,0.400,0.410,12095,0.991008
2,3,0.400,0.410,12096,0.991999
2,3,0.400,0.410,12097,0.986859
2,3,0.400,0.410,12098,0.988017
2,3,0.400,0.410,12099,0.991310
2,3,0.400,0.410,12100,0.991361
2,3,0.400,0.410,12101,0.986786
2,3,0.400,0.410,12102,0.987658
2,3,0.400,0.410,12103,0.993582
2,3,0.400,0.410,12104,0.988988
2,3,0.400,0.410,12105,0.986119
2,3,0.400,0.410,12106,0.990361
2,3,0.400,0.410,12107,0.991645
2,3,0.400,0.410,12108,0.988727
2,3,0.400,0.410,12109,0.986276
2,3,0.400,0.410,12110,0.991008
2,3,0.400,0.410,12111,0.991999
2,3,0.400,0.410,12112,0.986859
2,3,0.400,0.410,12113,0.988017
2,3,0.400,0.410,12114,0.991310
2,3,0.400,0.410,12115,0.991361
2,3,0.400,0.410,12116,0.986786
2,3,0.400,0.410,12117,0.987658
2,3,0.400,0.410,12118,0.993582
2,3,0.400,0.410,12119,0.988988
2,3,0.400,0.410,12120,0.986119
2,3,0.400,0.410,12121,0.990361
2,3,0.400,0.410,12122,0.991645
2,3,0.400,0.410,12123,0.988727
2,3,0.400,0.410,12124,0.986276
2,3,0.400,0.410,12125,0.991008
2,3,0.400,0.410,12126,0.991999
2,3,0.400,0.410,12127,0.986859
2,3,0.400,0.410,12128,0.988017
2,3,0.400,0.410,12129,0.991310
2,3,0.400,0.410,12130,0.991361
2,3,0.400,0.410,12131,0.986786
2,3,0.400,0.410,12132,0.987658
2,3,0.400,0.410,12133,0.993582
2,3,0.400,0.410,12134,0.988988
2,3,0.400,0.410,12135,0.986119
2,3,0.400,0.410,12136,0.990361
2,3,0.400,0.410,12137,0.991645
2,3,0.400,0.410,12138,0.988727
2,3,0.400,0.410,12139,0.986276
2,3,0.400,0.410,12140,0.991008
2,3,0.400,0.410,12141,0.991999
2,3,0.400,0.410,12142,0.986859
2,3,0.400,0.410,12143,0.988017
2,3,0.400,0.410,12144,0.991310
2,3,0.400,0.410,12145,0.991361
2,3,0.400,0.410,12146,0.986786
2,3,0.400,0.410,12147,0.987658
2,3,0.400,0.410,12148,0.993582
2,3,0.400,0.410,12149,0.988988
2,3,0.400,0.410,12150,0.986119
2,3,0.400,0.410,12151,0.990361
2,3,0.400,0.410,12152,0.991645
2,3,0.400,0.410,12153,0.988727
2,3,0.400,0.410,12154,0.986276
2,3,0.400,0.410,12155,0.991008
2,3,0.400,0.410,12156,0.991999
2,3,0.400,0.410,12157,0.986859
2,3,0.400,0.410,12158,0.988017
2,3,0.400,0.410,12159,0.991310
2,3,0.400,0.410,12160,0.991361
2,3,0.400,0.410,12161,0.986786
2,3,0.400,0.410,12162,0.987658
2,3,0.400,0.410,12163,0.993582
2,3,0.400,0.410,12164,0.988988
2,3,0.400,0.410,12165,0.986119
2,3,0.400,0.410,12166,0.990361
2,3,0.400,0.410,12167,0.991645
2,3,0.400,0.410,12168,0.988727
2,3,0.400,0.410,12169,0.986276
2,3,0.400,0.410,12170,0.991008
2,3,0.400,0.410,12171,0.991999
2,3,0.400,0.410,12172,0.986859
2,3,0.400,0.410,12173,0.988017
2,3,0.400,0.410,12174,0.991310
2,3,0.400,0.410,12175,0.991361
2,3,0.400,0.410,12176,0.986786
2,3,0.400,0.410,12177,0.987658
2,3,0.400,0.410,12178,0.993582
2,3,0.400,0.410,12179,0.988988
2,3,0.400,0.410,12180,0.986119
2,3,0.400,0.410,12181,0.990361
2,3,0.400,0.410,12182,0.991645
2,3,0.400,0.410,12183,0.988727
2,3,0.400,0.410,12184,0.986276
2,3,0.400,0.410,12185,0.991008
2,3,0.400,0.410,12186,0.991999
2,3,0.400,0.410,12187,0.986859
2,3,0.400,0.410,12188,0.988017
2,3,0.400,0.410,12189,0.991310
2,3,0.400,0.410,12190,0.991361
2,3,0.400,0.410,12191,0.986786
2,3,0.400,0.410,12192,0.987658
2,3,0.400,0.410,12193,0.993582
2,3,0.400,0.410,12194,0.988988
2,3,0.400,0.410,12195,0.986119
2,3,0.400,0.410,12196,0.990361
2,3,0.400,0.410,12197,0.991645
2,3,0.400,0.410,12198,0.988727
2,3,0.400,0.410,12199,0.986276
2,3,0.400,0.410,12200,0.991008
2,3,0.400,0.410,12201,0.991999
2,3,0.400,0.410,12202,0.986859
2,3,0.400,0.410,12203,0.988017
2,3,0.400,0.410,12204,0.991310
2,3,0.400,0.410,12205,0.991361
2,3,0.400,0.410,12206,0.986786
2,3,0.400,0.410,12207,0.987658
2,3,0.400,0.410,12208,0.993582
2,3,0.400,0.410,12209,0.988988
2,3,0.400,0.410,12210,0.986119
2,3,0.400,0.410,12211,0.990361
2,3,0.400,0.410,12212,0.991645
2,3,0.400,0.410,12213,0.988727
2,3,0.400,0.410,12214,0.986276
2,3,0.400,0.410,12215,0.991008
2,3,0.400,0.410,12216,0.991999
2,3,0.400,0.410,12217,0.986859
2,3,0.400,0.410,12218,0.988017
2,3,0.400,0.410,12219,0.991310
2,3,0.400,0.410,12220,0.991361
2,3,0.400,0.410,12221,0.986786
2,3,0.400,0.410,12222,0.987658
2,3,0.400,0.410,12223,0.993582
2,3,0.400,0.410,12224,0.988988
2,3,0.400,0.410,12225,0.986119
2,3,0.400,0.410,12226,0.990361
2,3,0.400,0.410,12227,0.991645
2,3,0.400,0.410,12228,0.988727
2,3,0.400,0.410,12229,0.986276
2,3,0.400,0.410,12230,0.991008
2,3,0.400,0.410,12231,0.991999
2,3,0.400,0.410,12232,0.986859
2,3,0.400,0.410,12233,0.988017
2,3,0.400,0.410,12234,0.991310
2,3,0.400,0.410,12235,0.991361
2,3,0.400,0.410,12236,0.986786
2,3,0.400,0.410,12237,0.987658
2,3,0.400,0.410,12238,0.993582
2,3,0.400,0.410,12239,0.988988
2,3,0.400,0.410,12240,0.986119
2,3,0.400,0.410,12241,0.990361
2,3,0.400,0.410,12242,0.991645
2,3,0.400,0.410,12243,0.988727
2,3,0.400,0.410,12244,0.986276
2,3,0.400,0.410,12245,0.991008
2,3,0.400,0.410,12246,0.991999
2,3,0.400,0.410,12247,0.986859
2,3,0.400,0.410,12248,0.988017
2,3,0.400,0.410,12249,0.991310
2,3,0.400,0.410,12250,0.991361
2,3,0.400,0.410,12251,0.986786
2,3,0.400,0.410,12252,0.987658
2,3,0.400,0.410,12253,0.993582
2,3,0.400,0.410,12254,0.988988
2,3,0.400,0.410,12255,0.986119
2,3,0.400,0.410,12256,0.990361
2,3,0.400,0.410,12257,0.991645
2,3,0.400,0.410,12258,0.988727
2,3,0.400,0.410,12259,0.986276
2,3,0.400,0.410,12260,0.991008
2,3,0.400,0.410,12261,0.991999
2,3,0.400,0.410,12262,0.986859
2,3,0.400,0.410,12263,0.988017
2,3,0.400,0.410,12264,0.991310
2,3,0.400,0.410,12265,0.991361
2,3,0.400,0.410,12266,0.986786
2,3,0.400,0.410,12267,0.987658
2,3,0.400,0.410,12268,0.993582
2,3,0.400,0.410,12269,0.988988
2,3,0.400,0.410,12270,0.986119
2,3,0.400,0.410,12271,0.990361
2,3,0.400,0.410,12272,0.991645
2,3,0.400,0.410,12273,0.988727
2,3,0.400,0.410,12274,0.986276
2,3,0.400,0.410,12275,0.991008
2,3,0.400,0.410,12276,0.991999
2,3,0.400,0.410,12277,0.986859
2,3,0.400,0.410,12278,0.988017
2,3,0.400,0.410,12279,0.991310
2,3,0.400,0.410,12280,0.991361
2,3,0.400,0.410,12281,0.986786
2,3,0.400,0.410,12282,0.987658
2,3,0.400,0.410,12283,0.993582
2,3,0.400,0.410,12284,0.988988
2,3,0.400,0.410,12285,0.986119
2,3,0.400,0.410,12286,0.990361
2,3,0.400,0.410,12287,0.991645
2,3,0.400,0.410,12288,0.988727
2,3,0.400,0.410,12289,0.986276
2,3,0.400,0.410,12290,0.991008
2,3,0.400,0.410,12291,0.991999
2,3,0.400,0.410,12292,0.986859
2,3,0.400,0.410,12293,0.988017
2,3,0.400,0.410,12294,0.991310
2,3,0.400,0.410,12295,0.991361
2,3,0.400,0.410,12296,0.986786
2,3,0.400,0.410,12297,0.987658
2,3,0.400,0.410,12298,0.993582
2,3,0.400,0.410,12299,0.988988
2,3,0.400,0.410,12300,0.986119
2,3,0.400,0.410,12301,0.990361
2,3,0.400,0.410,12302,0.991645
2,3,0.400,0.410,12303,0.988727
2,3,0.400,0.410,12304,0.986276
2,3,0.400,0.410,12305,0.991008
2,3,0.400,0.410,12306,0.991999
2,3,0.400,0.410,12307,0.986859
2,3,0.400,0.410,12308,0.988017
2,3,0.400,0.410,12309,0.991310
2,3,0.400,0.410,12310,0.991361
2,3,0.400,0.410,12311,0.986786
2,3,0.400,0.410,12312,0.987658
2,3,0.400,0.410,12313,0.993582
2,3,0.400,0.410,12314,0.988988
2,3,0.400,0.410,12315,0.986119
2,3,0.400,0.410,12316,0.990361
2,3,0.400,0.410,12317,0.991645
2,3,0.400,0.410,12318,0.988727
2,3,0.400,0.410,12319,0.986276
2,3,0.400,0.410,12320,0.991008
2,3,0.400,0.410,12321,0.991999
2,3,0.400,0.410,12322,0.986859
2,3,0.400,0.410,12323,0.988017
2,3,0.400,0.410,12324,0.991310
2,3,0.400,0.410,12325,0.991361
2,3,0.400,0.410,12326,0.986786
2,3,0.400,0.410,12327,0.987658
2,3,0.400,0.410,12328,0.993582
2,3,0.400,0.410,12329,0.988988
2,3,0.400,0.410,12330,0.986119
2,3,0.400,0.410,12331,0.990361
2,3,0.400,0.410,12332,0.991645
2,3,0.400,0.410,12333,0.988727
2,3,0.400,0.410,12334,0.986276
2,3,0.400,0.410,12335,0.991008
2,3,0.400,0.410,12336,0.991999
2,3,0.400,0.410,12337,0.986859
2,3,0.400,0.410,12338,0.988017
2,3,0.400,0.410,12339,0.991310
2,3,0.400,0.410,12340,0.991361
2,3,0.400,0.410,12341,0.986786
2,3,0.400,0.410,12342,0.987658
2,3,0.400,0.410,12343,0.993582
2,3,0.400,0.410,12344,0.988988
