p,q,K,KB,t,r_ens
2,3,0.400,0.410,10947,0.987658
2,3,0.400,0.410,10948,0.993582
2,3,0.400,0.410,10949,0.988988
2,3,0.400,0.410,10950,0.986119
2,3,0.400,0.410,10951,0.990361
2,3,0.400,0.410,10952,0.991645
2,3,0.400,0.410,10953,0.988727
2,3,0.400,0.410,10954,0.986276
2,3,0.400,0.410,10955,0.991008
2,3,0.400,0.410,10956,0.991999
2,3,0.400,0.410,10957,0.986859
2,3,0.400,0.410,10958,0.988017
2,3,0.400,0.410,10959,0.991310
2,3,0.400,0.410,10960,0.991361
2,3,0.400,0.410,10961,0.986786
2,3,0.400,0.410,10962,0.987658
2,3,0.400,0.410,10963,0.993582
2,3,0.400,0.410,10964,0.988988
2,3,0.400,0.410,10965,0.986119
2,3,0.400,0.410,10966,0.990361
2,3,0.400,0.410,10967,0.991645
2,3,0.400,0.410,10968,0.988727
2,3,0.400,0.410,10969,0.986276
2,3,0.400,0.410,10970,0.991008
2,3,0.400,0.410,10971,0.991999
2,3,0.400,0.410,10972,0.986859
2,3,0.400,0.410,10973,0.988017
2,3,0.400,0.410,10974,0.991310
2,3,0.400,0.410,10975,0.991361
2,3,0.400,0.410,10976,0.986786
2,3,0.400,0.410,10977,0.987658
2,3,0.400,0.410,10978,0.993582
2,3,0.400,0.410,10979,0.988988
2,3,0.400,0.410,10980,0.986119
2,3,0.400,0.410,10981,0.990361
2,3,0.400,0.410,10982,0.991645
2,3,0.400,0.410,10983,0.988727
2,3,0.400,0.410,10984,0.986276
2,3,0.400,0.410,10985,0.991008
2,3,0.400,0.410,10986,0.991999
2,3,0.400,0.410,10987,0.986859
2,3,0.400,0.410,10988,0.988017
2,3,0.400,0.410,10989,0.991310
2,3,0.400,0.410,10990,0.991361
2,3,0.400,0.410,10991,0.986786
2,3,0.400,0.410,10992,0.987658
2,3,0.400,0.410,10993,0.993582
2,3,0.400,0.410,10994,0.988988
2,3,0.400,0.410,10995,0.986119
2,3,0.400,0.410,10996,0.990361
2,3,0.400,0.410,10997,0.991645
2,3,0.400,0.410,10998,0.988727
2,3,0.400,0.410,10999,0.986276
2,3,0.400,0.410,11000,0.991008
2,3,0.400,0.410,11001,0.991999
2,3,0.400,0.410,11002,0.986859
2,3,0.400,0.410,11003,0.988017
2,3,0.400,0.410,11004,0.991310
2,3,0.400,0.410,11005,0.991361
2,3,0.400,0.410,11006,0.986786
2,3,0.400,0.410,11007,0.987658
2,3,0.400,0.410,11008,0.993582
2,3,0.400,0.410,11009,0.988988
2,3,0.400,0.410,11010,0.986119
2,3,0.400,0.410,11011,0.990361
2,3,0.400,0.410,11012,0.991645
2,3,0.400,0.410,11013,0.988727
2,3,0.400,0.410,11014,0.986276
2,3,0.400,0.410,11015,0.991008
2,3,0.400,0.410,11016,0.991999
2,3,0.400,0.410,11017,0.986859
2,3,0.400,0.410,11018,0.988017
2,3,0.400,0.410,11019,0.991310
2,3,0.400,0.410,11020,0.991361
2,3,0.400,0.410,11021,0.986786
2,3,0.400,0.410,11022,0.987658
2,3,0.400,0.410,11023,0.993582
2,3,0.400,0.410,11024,0.988988
2,3,0.400,0.410,11025,0.986119
2,3,0.400,0.410,11026,0.990361
2,3,0.400,0.410,11027,0.991645
2,3,0.400,0.410,11028,0.988727
2,3,0.400,0.410,11029,0.986276
2,3,0.400,0.410,11030,0.991008
2,3,0.400,0.410,11031,0.991999
2,3,0.400,0.410,11032,0.986859
2,3,0.400,0.410,11033,0.988017
2,3,0.400,0.410,11034,0.991310
2,3,0.400,0.410,11035,0.991361
2,3,0.400,0.410,11036,0.986786
2,3,0.400,0.410,11037,0.987658
2,3,0.400,0.410,11038,0.993582
2,3,0.400,0.410,11039,0.988988
2,3,0.400,0.410,11040,0.986119
2,3,0.400,0.410,11041,0.990361
2,3,0.400,0.410,11042,0.991645
2,3,0.400,0.410,11043,0.988727
2,3,0.400,0.410,11044,0.986276
2,3,0.400,0.410,11045,0.991008
2,3,0.400,0.410,11046,0.991999
2,3,0.400,0.410,11047,0.986859
2,3,0.400,0.410,11048,0.988017
2,3,0.400,0.410,11049,0.991310
2,3,0.400,0.410,11050,0.991361
2,3,0.400,0.410,11051,0.986786
2,3,0.400,0.410,11052,0.987658
2,3,0.400,0.410,11053,0.993582
2,3,0.400,0.410,11054,0.988988
2,3,0.400,0.410,11055,0.986119
2,3,0.400,0.410,11056,0.990361
2,3,0.400,0.410,11057,0.991645
2,3,0.400,0.410,11058,0.988727
2,3,0.400,0.410,11059,0.986276
2,3,0.400,0.410,11060,0.991008
2,3,0.400,0.410,11061,0.991999
2,3,0.400,0.410,11062,0.986859
2,3,0.400,0.410,11063,0.988017
2,3,0.400,0.410,11064,0.991310
2,3,0.400,0.410,11065,0.991361
2,3,0.400,0.410,11066,0.986786
2,3,0.400,0.410,11067,0.987658
2,3,0.400,0.410,11068,0.993582
2,3,0.400,0.410,11069,0.988988
2,3,0.400,0.410,11070,0.986119
2,3,0.400,0.410,11071,0.990361
2,3,0.400,0.410,11072,0.991645
2,3,0.400,0.410,11073,0.988727
2,3,0.400,0.410,11074,0.986276
2,3,0.400,0.410,11075,0.991008
2,3,0.400,0.410,11076,0.991999
2,3,0.400,0.410,11077,0.986859
2,3,0.400,0.410,11078,0.988017
2,3,0.400,0.410,11079,0.991310
2,3,0.400,0.410,11080,0.991361
2,3,0.400,0.410,11081,0.986786
2,3,0.400,0.410,11082,0.987658
2,3,0.400,0.410,11083,0.993582
2,3,0.400,0.410,11084,0.988988
2,3,0.400,0.410,11085,0.986119
2,3,0.400,0.410,11086,0.990361
2,3,0.400,0.410,11087,0.991645
2,3,0.400,0.410,11088,0.988727
2,3,0.400,0.410,11089,0.986276
2,3,0.400,0.410,11090,0.991008
2,3,0.400,0.410,11091,0.991999
2,3,0.400,0.410,11092,0.986859
2,3,0.400,0.410,11093,0.988017
2,3,0.400,0.410,11094,0.991310
2,3,0.400,0.410,11095,0.991361
2,3,0.400,0.410,11096,0.986786
2,3,0.400,0.410,11097,0.987658
2,3,0.400,0.410,11098,0.993582
2,3,0.400,0.410,11099,0.988988
2,3,0.400,0.410,11100,0.986119
2,3,0.400,0.410,11101,0.990361
2,3,0.400,0.410,11102,0.991645
2,3,0.400,0.410,11103,0.988727
2,3,0.400,0.410,11104,0.986276
2,3,0.400,0.410,11105,0.991008
2,3,0.400,0.410,11106,0.991999
2,3,0.400,0.410,11107,0.986859
2,3,0.400,0.410,11108,0.988017
2,3,0.400,0.410,11109,0.991310
2,3,0.400,0.410,11110,0.991361
2,3,0.400,0.410,11111,0.986786
2,3,0.400,0.410,11112,0.987658
2,3,0.400,0.410,11113,0.993582
2,3,0.400,0.410,11114,0.988988
2,3,0.400,0.410,11115,0.986119
2,3,0.400,0.410,11116,0.990361
2,3,0.400,0.410,11117,0.991645
2,3,0.400,0.410,11118,0.988727
2,3,0.400,0.410,11119,0.986276
2,3,0.400,0.410,11120,0.991008
2,3,0.400,0.410,11121,0.991999
2,3,0.400,0.410,11122,0.986859
2,3,0.400,0.410,11123,0.988017
2,3,0.400,0.410,11124,0.991310
2,3,0.400,0.410,11125,0.991361
2,3,0.400,0.410,11126,0.986786
2,3,0.400,0.410,11127,0.987658
2,3,0.400,0.410,11128,0.993582
2,3,0.400,0.410,11129,0.988988
2,3,0.400,0.410,11130,0.986119
2,3,0.400,0.410,11131,0.990361
2,3,0.400,0.410,11132,0.991645
2,3,0.400,0.410,11133,0.988727
2,3,0.400,0.410,11134,0.986276
2,3,0.400,0.410,11135,0.991008
2,3,0.400,0.410,11136,0.991999
2,3,0.400,0.410,11137,0.986859
2,3,0.400,0.410,11138,0.988017
2,3,0.400,0.410,11139,0.991310
2,3,0.400,0.410,11140,0.991361
2,3,0.400,0.410,11141,0.986786
2,3,0.400,0.410,11142,0.987658
2,3,0.400,0.410,11143,0.993582
2,3,0.400,0.410,11144,0.988988
2,3,0.400,0.410,11145,0.986119
2,3,0.400,0.410,11146,0.990361
2,3,0.400,0.410,11147,0.991645
2,3,0.400,0.410,11148,0.988727
2,3,0.400,0.410,11149,0.986276
2,3,0.400,0.410,11150,0.991008
2,3,0.400,0.410,11151,0.991999
2,3,0.400,0.410,11152,0.986859
2,3,0.400,0.410,11153,0.988017
2,3,0.400,0.410,11154,0.991310
2,3,0.400,0.410,11155,0.991361
2,3,0.400,0.410,11156,0.986786
2,3,0.400,0.410,11157,0.987658
2,3,0.400,0.410,11158,0.993582
2,3,0.400,0.410,11159,0.988988
2,3,0.400,0.410,11160,0.986119
2,3,0.400,0.410,11161,0.990361
2,3,0.400,0.410,11162,0.991645
2,3,0.400,0.410,11163,0.988727
2,3,0.400,0.410,11164,0.986276
2,3,0.400,0.410,11165,0.991008
2,3,0.400,0.410,11166,0.991999
2,3,0.400,0.410,11167,0.986859
2,3,0.400,0.410,11168,0.988017
2,3,0.400,0.410,11169,0.991310
2,3,0.400,0.410,11170,0.991361
2,3,0.400,0.410,11171,0.986786
2,3,0.400,0.410,11172,0.987658
2,3,0.400,0.410,11173,0.993582
2,3,0.400,0.410,11174,0.988988
2,3,0.400,0.410,11175,0.986119
2,3,0.400,0.410,11176,0.990361
2,3,0.400,0.410,11177,0.991645
2,3,0.400,0.410,11178,0.988727
2,3,0.400,0.410,11179,0.986276
2,3,0.400,0.410,11180,0.991008
2,3,0.400,0.410,11181,0.991999
2,3,0.400,0.410,11182,0.986859
2,3,0.400,0.410,11183,0.988017
2,3,0.400,0.410,11184,0.991310
2,3,0.400,0.410,11185,0.991361
2,3,0.400,0.410,11186,0.986786
2,3,0.400,0.410,11187,0.987658
2,3,0.400,0.410,11188,0.993582
2,3,0.400,0.410,11189,0.988988
2,3,0.400,0.410,11190,0.986119
2,3,0.400,0.410,11191,0.990361
2,3,0.400,0.410,11192,0.991645
2,3,0.400,0.410,11193,0.988727
2,3,0.400,0.410,11194,0.986276
2,3,0.400,0.410,11195,0.991008
2,3,0.400,0.410,11196,0.991999
2,3,0.400,0.410,11197,0.986859
2,3,0.400,0.410,11198,0.988017
2,3,0.400,0.410,11199,0.991310
2,3,0.400,0.410,11200,0.991361
2,3,0.400,0.410,11201,0.986786
2,3,0.400,0.410,11202,0.987658
2,3,0.400,0.410,11203,0.993582
2,3,0.400,0.410,11204,0.988988
2,3,0.400,0.410,11205,0.986119
2,3,0.400,0.410,11206,0.990361
2,3,0.400,0.410,11207,0.991645
2,3,0.400,0.410,11208,0.988727
2,3,0.400,0.410,11209,0.986276
2,3,0.400,0.410,11210,0.991008
2,3,0.400,0.410,11211,0.991999
2,3,0.400,0.410,11212,0.986859
2,3,0.400,0.410,11213,0.988017
2,3,0.400,0.410,11214,0.991310
2,3,0.400,0.410,11215,0.991361
2,3,0.400,0.410,11216,0.986786
2,3,0.400,0.410,11217,0.987658
2,3,0.400,0.410,11218,0.993582
2,3,0.400,0.410,11219,0.988988
2,3,0.400,0.410,11220,0.986119
2,3,0.400,0.410,11221,0.990361
2,3,0.400,0.410,11222,0.991645
2,3,0.400,0.410,11223,0.988727
2,3,0.400,0.410,11224,0.986276
2,3,0.400,0.410,11225,0.991008
2,3,0.400,0.410,11226,0.991999
2,3,0.400,0.410,11227,0.986859
2,3,0.400,0.410,11228,0.988017
2,3,0.400,0.410,11229,0.991310
2,3,0.400,0.410,11230,0.991361
2,3,0.400,0.410,11231,0.986786
2,3,0.400,0.410,11232,0.987658
2,3,0.400,0.410,11233,0.993582
2,3,0.400,0.410,11234,0.988988
2,3,0.400,0.410,11235,0.986119
2,3,0.400,0.410,11236,0.990361
2,3,0.400,0.410,11237,0.991645
2,3,0.400,0.410,11238,0.988727
2,3,0.400,0.410,11239,0.986276
2,3,0.400,0.410,11240,0.991008
2,3,0.400,0.410,11241,0.991999
2,3,0.400,0.410,11242,0.986859
2,3,0.400,0.410,11243,0.988017
2,3,0.400,0.410,11244,0.991310
2,3,0.400,0.410,11245,0.991361
2,3,0.400,0.410,11246,0.986786
2,3,0.400,0.410,11247,0.987658
2,3,0.400,0.410,11248,0.993582
2,3,0.400,0.410,11249,0.988988
2,3,0.400,0.410,11250,0.986119
2,3,0.400,0.410,11251,0.990361
2,3,0.400,0.410,11252,0.991645
2,3,0.400,0.410,11253,0.988727
2,3,0.400,0.410,11254,0.986276
2,3,0.400,0.410,11255,0.991008
2,3,0.400,0.410,11256,0.991999
2,3,0.400,0.410,11257,0.986859
2,3,0.400,0.410,11258,0.988017
2,3,0.400,0.410,11259,0.991310
2,3,0.400,0.410,11260,0.991361
2,3,0.400,0.410,11261,0.986786
2,3,0.400,0.410,11262,0.987658
2,3,0.400,0.410,11263,0.993582
2,3,0.400,0.410,11264,0.988988
2,3,0.400,0.410,11265,0.986119
2,3,0.400,0.410,11266,0.990361
2,3,0.400,0.410,11267,0.991645
2,3,0.400,0.410,11268,0.988727
2,3,0.400,0.410,11269,0.986276
2,3,0.400,0.410,11270,0.991008
2,3,0.400,0.410,11271,0.991999
2,3,0.400,0.410,11272,0.986859
2,3,0.400,0.410,11273,0.988017
2,3,0.400,0.410,11274,0.991310
2,3,0.400,0.410,11275,0.991361
2,3,0.400,0.410,11276,0.986786
2,3,0.400,0.410,11277,0.987658
2,3,0.400,0.410,11278,0.993582
2,3,0.400,0.410,11279,0.988988
2,3,0.400,0.410,11280,0.986119
2,3,0.400,0.410,11281,0.990361
2,3,0.400,0.410,11282,0.991645
2,3,0.400,0.410,11283,0.988727
2,3,0.400,0.410,11284,0.986276
2,3,0.400,0.410,11285,0.991008
2,3,0.400,0.410,11286,0.991999
2,3,0.400,0.410,11287,0.986859
2,3,0.400,0.410,11288,0.988017
2,3,0.400,0.410,11289,0.991310
2,3,0.400,0.410,11290,0.991361
2,3,0.400,0.410,11291,0.986786
2,3,0.400,0.410,11292,0.987658
2,3,0.400,0.410,11293,0.993582
2,3,0.400,0.410,11294,0.988988
2,3,0.400,0.410,11295,0.986119
2,3,0.400,0.410,11296,0.990361
2,3,0.400,0.410,11297,0.991645
2,3,0.400,0.410,11298,0.988727
2,3,0.400,0.410,11299,0.986276
2,3,0.400,0.410,11300,0.991008
2,3,0.400,0.410,11301,0.991999
2,3,0.400,0.410,11302,0.986859
2,3,0.400,0.410,11303,0.988017
2,3,0.400,0.410,11304,0.991310
2,3,0.400,0.410,11305,0.991361
2,3,0.400,0.410,11306,0.986786
2,3,0.400,0.410,11307,0.987658
2,3,0.400,0.410,11308,0.993582
2,3,0.400,0.410,11309,0.988988
2,3,0.400,0.410,11310,0.986119
2,3,0.400,0.410,11311,0.990361
2,3,0.400,0.410,11312,0.991645
2,3,0.400,0.410,11313,0.988727
2,3,0.400,0.410,11314,0.986276
2,3,0.400,0.410,11315,0.991008
2,3,0.400,0.410,11316,0.991999
2,3,0.400,0.410,11317,0.986859
2,3,0.400,0.410,11318,0.988017
2,3,0.400,0.410,11319,0.991310
2,3,0.400,0.410,11320,0.991361
2,3,0.400,0.410,11321,0.986786
2,3,0.400,0.410,11322,0.987658
2,3,0.400,0.410,11323,0.993582
2,3,0.400,0.410,11324,0.988988
2,3,0.400,0.410,11325,0.986119
2,3,0.400,0.410,11326,0.990361
2,3,0.400,0.410,11327,0.991645
2,3,0.400,0.410,11328,0.988727
2,3,0.400,0.410,11329,0.986276
2,3,0.400,0.410,11330,0.991008
2,3,0.400,0.410,11331,0.991999
2,3,0.400,0.410,11332,0.986859
2,3,0.400,0.410,11333,0.988017
2,3,0.400,0.410,11334,0.991310
2,3,0.400,0.410,11335,0.991361
2,3,0.400,0.410,11336,0.986786
2,3,0.400,0.410,11337,0.987658
2,3,0.400,0.410,11338,0.993582
2,3,0.400,0.410,11339,0.988988
2,3,0.400,0.410,11340,0.986119
2,3,0.400,0.410,11341,0.990361
2,3,0.400,0.410,11342,0.991645
2,3,0.400,0.410,11343,0.988727
2,3,0.400,0.410,11344,0.986276
2,3,0.400,0.410,11345,0.991008
2,3,0.400,0.410,11346,0.991999
2,3,0.400,0.410,11347,0.986859
2,3,0.400,0.410,11348,0.988017
2,3,0.400,0.410,11349,0.991310
2,3,0.400,0.410,11350,0.991361
2,3,0.400,0.410,11351,0.986786
2,3,0.400,0.410,11352,0.987658
2,3,0.400,0.410,11353,0.993582
2,3,0.400,0.410,11354,0.988988
2,3,0.400,0.410,11355,0.986119
2,3,0.400,0.410,11356,0.990361
2,3,0.400,0.410,11357,0.991645
2,3,0.400,0.410,11358,0.988727
2,3,0.400,0.410,11359,0.986276
2,3,0.400,0.410,11360,0.991008
2,3,0.400,0.410,11361,0.991999
2,3,0.400,0.410,11362,0.986859
2,3,0.400,0.410,11363,0.988017
2,3,0.400,0.410,11364,0.991310
2,3,0.400,0.410,11365,0.991361
2,3,0.400,0.410,11366,0.986786
2,3,0.400,0.410,11367,0.987658
2,3,0.400,0.410,11368,0.993582
2,3,0.400,0.410,11369,0.988988
2,3,0.400,0.410,11370,0.986119
2,3,0.400,0.410,11371,0.990361
2,3,0.400,0.410,11372,0.991645
2,3,0.400,0.410,11373,0.988727
2,3,0.400,0.410,11374,0.986276
2,3,0.400,0.410,11375,0.991008
2,3,0.400,0.410,11376,0.991999
2,3,0.400,0.410,11377,0.986859
2,3,0.400,0.410,11378,0.988017
2,3,0.400,0.410,11379,0.991310
2,3,0.400,0.410,11380,0.991361
2,3,0.400,0.410,11381,0.986786
2,3,0.400,0.410,11382,0.987658
2,3,0.400,0.410,11383,0.993582
2,3,0.400,0.410,11384,0.988988
2,3,0.400,0.410,11385,0.986119
2,3,0.400,0.410,11386,0.990361
2,3,0.400,0.410,11387,0.991645
2,3,0.400,0.410,11388,0.988727
2,3,0.400,0.410,11389,0.986276
2,3,0.400,0.410,11390,0.991008
2,3,0.400,0.410,11391,0.991999
2,3,0.400,0.410,11392,0.986859
2,3,0.400,0.410,11393,0.988017
2,3,0.400,0.410,11394,0.991310
2,3,0.400,0.410,11395,0.991361
2,3,0.400,0.410,11396,0.986786
2,3,0.400,0.410,11397,0.987658
2,3,0.400,0.410,11398,0.993582
2,3,0.400,0.410,11399,0.988988
2,3,0.400,0.410,11400,0.986119
2,3,0.400,0.410,11401,0.990361
2,3,0.400,0.410,11402,0.991645
2,3,0.400,0.410,11403,0.988727
2,3,0.400,0.410,11404,0.986276
2,3,0.400,0.410,11405,0.991008
2,3,0.400,0.410,11406,0.991999
2,3,0.400,0.410,11407,0.986859
2,3,0.400,0.410,11408,0.988017
2,3,0.400,0.410,11409,0.991310
2,3,0.400,0.410,11410,0.991361
2,3,0.400,0.410,11411,0.986786
2,3,0.400,0.410,11412,0.987658
2,3,0.400,0.410,11413,0.993582
2,3,0.400,0.410,11414,0.988988
2,3,0.400,0.410,11415,0.986119
2,3,0.400,0.410,11416,0.990361
2,3,0.400,0.410,11417,0.991645
2,3,0.400,0.410,11418,0.988727
2,3,0.400,0.410,11419,0.986276
2,3,0.400,0.410,11420,0.991008
2,3,0.400,0.410,11421,0.991999
2,3,0.400,0.410,11422,0.986859
2,3,0.400,0.410,11423,0.988017
2,3,0.400,0.410,11424,0.991310
2,3,0.400,0.410,11425,0.991361
2,3,0.400,0.410,11426,0.986786
2,3,0.400,0.410,11427,0.987658
2,3,0.400,0.410,11428,0.993582
2,3,0.400,0.410,11429,0.988988
2,3,0.400,0.410,11430,0.986119
2,3,0.400,0.410,11431,0.990361
2,3,0.400,0.410,11432,0.991645
2,3,0.400,0.410,11433,0.988727
2,3,0.400,0.410,11434,0.986276
2,3,0.400,0.410,11435,0.991008
2,3,0.400,0.410,11436,0.991999
2,3,0.400,0.410,11437,0.986859
2,3,0.400,0.410,11438,0.988017
2,3,0.400,0.410,11439,0.991310
2,3,0.400,0.410,11440,0.991361
2,3,0.400,0.410,11441,0.986786
2,3,0.400,0.410,11442,0.987658
2,3,0.400,0.410,11443,0.993582
2,3,0.400,0.410,11444,0.988988
2,3,0.400,0.410,11445,0.986119
2,3,0.400,0.410,11446,0.990361
2,3,0.400,0.410,11447,0.991645
2,3,0.400,0.410,11448,0.988727
2,3,0.400,0.410,11449,0.986276
2,3,0.400,0.410,11450,0.991008
2,3,0.400,0.410,11451,0.991999
2,3,0.400,0.410,11452,0.986859
2,3,0.400,0.410,11453,0.988017
2,3,0.400,0.410,11454,0.991310
2,3,0.400,0.410,11455,0.991361
2,3,0.400,0.410,11456,0.986786
2,3,0.400,0.410,11457,0.987658
2,3,0.400,0.410,11458,0.993582
2,3,0.400,0.410,11459,0.988988
2,3,0.400,0.410,11460,0.986119
2,3,0.400,0.410,11461,0.990361
2,3,0.400,0.410,11462,0.991645
2,3,0.400,0.410,11463,0.988727
2,3,0.400,0.410,11464,0.986276
2,3,0.400,0.410,11465,0.991008
2,3,0.400,0.410,11466,0.991999
2,3,0.400,0.410,11467,0.986859
2,3,0.400,0.410,11468,0.988017
2,3,0.400,0.410,11469,0.991310
2,3,0.400,0.410,11470,0.991361
2,3,0.400,0.410,11471,0.986786
2,3,0.400,0.410,11472,0.987658
2,3,0.400,0.410,11473,0.993582
2,3,0.400,0.410,11474,0.988988
2,3,0.400,0.410,11475,0.986119
2,3,0.400,0.410,11476,0.990361
2,3,0.400,0.410,11477,0.991645
2,3,0.400,0.410,11478,0.988727
2,3,0.400,0.410,11479,0.986276
2,3,0.400,0.410,11480,0.991008
2,3,0.400,0.410,11481,0.991999
2,3,0.400,0.410,11482,0.986859
2,3,0.400,0.410,11483,0.988017
2,3,0.400,0.410,11484,0.991310
2,3,0.400,0.410,11485,0.991361
2,3,0.400,0.410,11486,0.986786
2,3,0.400,0.410,11487,0.987658
2,3,0.400,0.410,11488,0.993582
2,3,0.400,0.410,11489,0.988988
2,3,0.400,0.410,11490,0.986119
2,3,0.400,0.410,11491,0.990361
2,3,0.400,0.410,11492,0.991645
2,3,0.400,0.410,11493,0.988727
2,3,0.400,0.410,11494,0.986276
2,3,0.400,0.410,11495,0.991008
2,3,0.400,0.410,11496,0.991999
2,3,0.400,0.410,11497,0.986859
2,3,0.400,0.410,11498,0.988017
2,3,0.400,0.410,11499,0.991310
2,3,0.400,0.410,11500,0.991361
2,3,0.400,0.410,11501,0.986786
2,3,0.400,0.410,11502,0.987658
2,3,0.400,0.410,11503,0.993582
2,3,0.400,0.410,11504,0.988988
2,3,0.400,0.410,11505,0.986119
2,3,0.400,0.410,11506,0.990361
2,3,0.400,0.410,11507,0.991645
2,3,0.400,0.410,11508,0.988727
2,3,0.400,0.410,11509,0.986276
2,3,0.400,0.410,11510,0.991008
2,3,0.400,0.410,11511,0.991999
2,3,0.400,0.410,11512,0.986859
2,3,0.400,0.410,11513,0.988017
2,3,0.400,0.410,11514,0.991310
2,3,0.400,0.410,11515,0.991361
2,3,0.400,0.410,11516,0.986786
2,3,0.400,0.410,11517,0.987658
2,3,0.400,0.410,11518,0.993582
2,3,0.400,0.410,11519,0.988988
2,3,0.400,0.410,11520,0.986119
2,3,0.400,0.410,11521,0.990361
2,3,0.400,0.410,11522,0.991645
2,3,0.400,0.410,11523,0.988727
2,3,0.400,0.410,11524,0.986276
2,3,0.400,0.410,11525,0.991008
2,3,0.400,0.410,11526,0.991999
2,3,0.400,0.410,11527,0.986859
2,3,0.400,0.410,11528,0.988017
2,3,0.400,0.410,11529,0.991310
2,3,0.400,0.410,11530,0.991361
2,3,0.400,0.410,11531,0.986786
2,3,0.400,0.410,11532,0.987658
2,3,0.400,0.410,11533,0.993582
2,3,0.400,0.410,11534,0.988988
2,3,0.400,0.410,11535,0.986119
2,3,0.400,0.410,11536,0.990361
2,3,0.400,0.410,11537,0.991645
2,3,0.400,0.410,11538,0.988727
2,3,0.400,0.410,11539,0.986276
2,3,0.400,0.410,11540,0.991008
2,3,0.400,0.410,11541,0.991999
2,3,0.400,0.410,11542,0.986859
2,3,0.400,0.410,11543,0.988017
2,3,0.400,0.410,11544,0.991310
2,3,0.400,0.410,11545,0.991361
2,3,0.400,0.410,11546,0.986786
2,3,0.400,0.410,11547,0.987658
2,3,0.400,0.410,11548,0.993582
2,3,0.400,0.410,11549,0.988988
2,3,0.400,0.410,11550,0.986119
2,3,0.400,0.410,11551,0.990361
2,3,0.400,0.410,11552,0.991645
2,3,0.400,0.410,11553,0.988727
2,3,0.400,0.410,11554,0.986276
2,3,0.400,0.410,11555,0.991008
2,3,0.400,0.410,11556,0.991999
2,3,0.400,0.410,11557,0.986859
2,3,0.400,0.410,11558,0.988017
2,3,0.400,0.410,11559,0.991310
2,3,0.400,0.410,11560,0.991361
2,3,0.400,0.410,11561,0.986786
2,3,0.400,0.410,11562,0.987658
2,3,0.400,0.410,11563,0.993582
2,3,0.400,0.410,11564,0.988988
2,3,0.400,0.410,11565,0.986119
2,3,0.400,0.410,11566,0.990361
2,3,0.400,0.410,11567,0.991645
2,3,0.400,0.410,11568,0.988727
2,3,0.400,0.410,11569,0.986276
2,3,0.400,0.410,11570,0.991008
2,3,0.400,0.410,11571,0.991999
2,3,0.400,0.410,11572,0.986859
2,3,0.400,0.410,11573,0.988017
2,3,0.400,0.410,11574,0.991310
2,3,0.400,0.410,11575,0.991361
2,3,0.400,0.410,11576,0.986786
2,3,0.400,0.410,11577,0.987658
2,3,0.400,0.410,11578,0.993582
2,3,0.400,0.410,11579,0.988988
2,3,0.400,0.410,11580,0.986119
2,3,0.400,0.410,11581,0.990361
2,3,0.400,0.410,11582,0.991645
2,3,0.400,0.410,11583,0.988727
2,3,0.400,0.410,11584,0.986276
2,3,0.400,0.410,11585,0.991008
2,3,0.400,0.410,11586,0.991999
2,3,0.400,0.410,11587,0.986859
2,3,0.400,0.410,11588,0.988017
2,3,0.400,0.410,11589,0.991310
2,3,0.400,0.410,11590,0.991361
2,3,0.400,0.410,11591,0.986786
2,3,0.400,0.410,11592,0.987658
2,3,0.400,0.410,11593,0.993582
2,3,0.400,0.410,11594,0.988988
2,3,0.400,0.410,11595,0.986119
2,3,0.400,0.410,11596,0.990361
2,3,0.400,0.410,11597,0.991645
2,3,0.400,0.410,11598,0.988727
2,3,0.400,0.410,11599,0.986276
2,3,0.400,0.410,11600,0.991008
2,3,0.400,0.410,11601,0.991999
2,3,0.400,0.410,11602,0.986859
2,3,0.400,0.410,11603,0.988017
2,3,0.400,0.410,11604,0.991310
2,3,0.400,0.410,11605,0.991361
2,3,0.400,0.410,11606,0.986786
2,3,0.400,0.410,11607,0.987658
2,3,0.400,0.410,11608,0.993582
2,3,0.400,0.410,11609,0.988988
2,3,0.400,0.410,11610,0.986119
2,3,0.400,0.410,11611,0.990361
2,3,0.400,0.410,11612,0.991645
2,3,0.400,0.410,11613,0.988727
2,3,0.400,0.410,11614,0.986276
2,3,0.400,0.410,11615,0.991008
2,3,0.400,0.410,11616,0.991999
2,3,0.400,0.410,11617,0.986859
2,3,0.400,0.410,11618,0.988017
2,3,0.400,0.410,11619,0.991310
2,3,0.400,0.410,11620,0.991361
2,3,0.400,0.410,11621,0.986786
2,3,0.400,0.410,11622,0.987658
2,3,0.400,0.410,11623,0.993582
2,3,0.400,0.410,11624,0.988988
2,3,0.400,0.410,11625,0.986119
2,3,0.400,0.410,11626,0.990361
2,3,0.400,0.410,11627,0.991645
2,3,0.400,0.410,11628,0.988727
2,3,0.400,0.410,11629,0.986276
2,3,0.400,0.410,11630,0.991008
2,3,0.400,0.410,11631,0.991999
2,3,0.400,0.410,11632,0.986859
2,3,0.400,0.410,11633,0.988017
2,3,0.400,0.410,11634,0.991310
2,3,0.400,0.410,11635,0.991361
2,3,0.400,0.410,11636,0.986786
2,3,0.400,0.410,11637,0.987658
2,3,0.400,0.410,11638,0.993582
2,3,0.400,0.410,11639,0.988988
2,3,0.400,0.410,11640,0.986119
2,3,0.400,0.410,11641,0.990361
2,3,0.400,0.410,11642,0.991645
2,3,0.400,0.410,11643,0.988727
2,3,0.400,0.410,11644,0.986276
2,3,0.400,0.410,11645,0.991008
