mode,update,p,q,K,delta,t,mean_ln_d,frac_d_gt_1,r_cos1,r_cos2,r_sin1
omega,gs,17,23,12,1.000e-06,33,0.778378,0.919983,-0.002932,0.012140,-0.002587
omega,gs,17,23,12,1.000e-06,34,0.771413,0.918762,-0.002338,-0.010359,0.016465
omega,gs,17,23,12,1.000e-06,35,0.777190,0.921143,0.000229,-0.001090,0.012718
omega,gs,17,23,12,1.000e-06,36,0.774631,0.920410,0.007494,0.004215,-0.023914
omega,gs,17,23,12,1.000e-06,37,0.767514,0.915344,0.006440,0.017217,-0.001886
omega,gs,17,23,12,1.000e-06,38,0.773966,0.917847,0.010335,-0.004749,-0.004175
omega,gs,17,23,12,1.000e-06,39,0.775793,0.919128,0.012793,-0.003298,0.001082
omega,gs,17,23,12,1.000e-06,40,0.774486,0.920288,0.004952,0.016832,0.005459
omega,gs,17,23,12,1.000e-06,41,0.775333,0.919983,-0.009598,0.017373,0.002887
omega,gs,17,23,12,1.000e-06,42,0.775237,0.918274,-0.000398,0.005690,-0.011011
omega,gs,17,23,12,1.000e-06,43,0.774928,0.919617,-0.004928,0.017645,0.002713
omega,gs,17,23,12,1.000e-06,44,0.773954,0.919373,-0.007001,0.006942,0.008208
omega,gs,17,23,12,1.000e-06,45,0.781099,0.922668,-0.007198,0.012161,-0.011421
omega,gs,17,23,12,1.000e-06,46,0.774956,0.921875,-0.000327,0.013397,-0.003856
omega,gs,17,23,12,1.000e-06,47,0.767634,0.918823,0.007359,-0.001634,0.017071
omega,gs,17,23,12,1.000e-06,48,0.783005,0.922424,0.000017,0.001037,0.006104
omega,gs,17,23,12,1.000e-06,49,0.783170,0.921326,-0.005473,0.001978,-0.005656
