# MCL bifurcation sweep (fine step-0.005) — Doc ID MCL-BIFSWEEP-2026-0719-001
# engine v6.0.0 frozen copy, seed 12345678901234, (p,q)=(3,5), QR 1e5 iters
K,lmax,l2,th_min,th_max,buckets,class
4.485,3.852677,0.999874,0.027834,6.277092,197,CHAOTIC
4.490,3.852327,1.003552,0.007250,6.239225,198,CHAOTIC
4.495,3.845220,0.999654,0.095311,6.268061,197,CHAOTIC
4.500,3.854419,1.000095,0.008436,6.270965,195,CHAOTIC
4.505,3.851618,1.001287,0.016177,6.264779,197,CHAOTIC
4.510,3.854599,0.996929,0.035075,6.281511,193,CHAOTIC
4.515,3.849439,0.997312,0.014335,6.258675,197,CHAOTIC
4.520,3.857421,1.001266,0.043127,6.276322,197,CHAOTIC
4.525,3.858784,0.994258,0.089202,6.272049,197,CHAOTIC
4.530,3.861236,0.996972,0.004658,6.250196,196,CHAOTIC
4.535,3.857246,0.998114,0.066068,6.267565,195,CHAOTIC
4.540,3.863415,0.999371,0.005787,6.253790,190,CHAOTIC
4.545,3.865071,0.998861,0.020086,6.278473,197,CHAOTIC
4.550,3.863525,0.994345,0.077635,6.281097,197,CHAOTIC
4.555,3.868776,0.998663,0.003902,6.260221,199,CHAOTIC
4.560,3.870690,0.998720,0.069046,6.240520,197,CHAOTIC
4.565,3.864626,1.000961,0.043440,6.270359,196,CHAOTIC
4.570,3.872114,0.996826,0.062642,6.240246,196,CHAOTIC
4.575,3.875656,0.997334,0.042466,6.264158,198,CHAOTIC
4.580,3.876737,0.991517,0.068572,6.251498,198,CHAOTIC
4.585,3.877273,1.002587,0.013520,6.252124,199,CHAOTIC
4.590,3.880909,0.994823,0.011382,6.257812,195,CHAOTIC
4.595,3.880222,0.999304,0.002976,6.258693,194,CHAOTIC
4.600,3.881460,0.997845,0.010485,6.253156,198,CHAOTIC
4.605,3.886341,0.999782,0.035247,6.221603,198,CHAOTIC
4.610,3.887660,0.997254,0.020465,6.175987,196,CHAOTIC
4.615,3.887103,0.998305,0.003057,6.242134,191,CHAOTIC
4.620,3.895864,0.998110,0.017280,6.273768,196,CHAOTIC
4.625,3.894868,0.999036,0.004176,6.281480,197,CHAOTIC
4.630,3.898523,0.997584,0.032068,6.255826,195,CHAOTIC
4.635,3.903686,0.996847,0.023329,6.263636,197,CHAOTIC
4.640,3.903049,0.996074,0.080151,6.232914,197,CHAOTIC
4.645,3.907091,0.997292,0.010153,6.218749,198,CHAOTIC
4.650,3.905883,0.997818,0.034028,6.262636,196,CHAOTIC
4.655,3.913850,0.990803,0.006846,6.270667,197,CHAOTIC
4.660,3.916253,0.996534,0.003316,6.282418,196,CHAOTIC
4.665,3.915464,0.999540,0.001404,6.266281,200,CHAOTIC
4.670,3.911932,0.998047,0.015782,6.251016,196,CHAOTIC
4.675,3.922350,1.000103,0.000448,6.263420,197,CHAOTIC
4.680,3.923055,0.998934,0.027605,6.281367,198,CHAOTIC
4.685,3.928738,0.999117,0.002958,6.226671,196,CHAOTIC
4.690,3.931929,0.998654,0.025404,6.280406,199,CHAOTIC
4.695,3.928438,1.000407,0.040010,6.281909,200,CHAOTIC
4.700,3.936578,0.994531,0.004126,6.263448,198,CHAOTIC
4.705,3.941440,0.999122,0.001597,6.256404,199,CHAOTIC
4.710,3.940353,1.002666,0.076413,6.266154,199,CHAOTIC
4.715,3.942932,0.993942,0.003475,6.279348,193,CHAOTIC
4.720,3.944573,1.000142,0.059465,6.244970,199,CHAOTIC
4.725,3.949522,1.001007,0.009249,6.276637,195,CHAOTIC
4.730,3.948847,0.999368,0.065938,6.258691,197,CHAOTIC
4.735,3.949600,1.001801,0.030082,6.281388,197,CHAOTIC
4.740,3.958309,1.000150,0.016487,6.282381,195,CHAOTIC
4.745,3.957547,1.002439,0.034525,6.278569,194,CHAOTIC
4.750,3.961755,1.001123,0.002952,6.255538,196,CHAOTIC
4.755,3.965318,1.000510,0.081271,6.240400,199,CHAOTIC
4.760,3.961853,1.000075,0.036583,6.244770,197,CHAOTIC
4.765,3.967582,1.001680,0.002445,6.168633,199,CHAOTIC
4.770,3.972160,1.000795,0.117181,6.275925,199,CHAOTIC
4.775,3.974654,1.002503,0.017299,6.227516,195,CHAOTIC
4.780,3.975555,1.002698,0.012185,6.256997,197,CHAOTIC
4.785,3.984975,1.001141,0.000132,6.276466,194,CHAOTIC
4.790,3.990101,1.001637,0.061921,6.211261,196,CHAOTIC
4.795,3.983464,1.001513,0.002089,6.258478,193,CHAOTIC
4.800,3.982320,1.000407,0.040092,6.261336,199,CHAOTIC
4.805,3.989190,1.003118,0.000151,6.236881,195,CHAOTIC
4.810,3.986420,1.002802,0.066313,6.239509,198,CHAOTIC
4.815,3.988529,1.004318,0.045280,6.279605,195,CHAOTIC
4.820,3.997751,1.002561,0.000300,6.254964,197,CHAOTIC
4.825,3.992652,1.004052,0.005685,6.274188,196,CHAOTIC
4.830,3.992788,1.001744,0.002717,6.261535,197,CHAOTIC
4.835,3.992398,1.002563,0.040231,6.170057,196,CHAOTIC
4.840,4.008028,1.004369,0.013328,6.276653,196,CHAOTIC
4.845,4.006072,1.002343,0.042400,6.278721,196,CHAOTIC
4.850,4.003185,0.999213,0.002991,6.281024,196,CHAOTIC
4.855,4.006722,1.002385,0.016846,6.281351,194,CHAOTIC
4.860,4.008900,1.000706,0.004928,6.282612,199,CHAOTIC
4.865,4.012055,1.001430,0.112408,6.255494,197,CHAOTIC
4.870,4.009838,1.003354,0.004245,6.280859,195,CHAOTIC
4.875,4.019187,0.999096,0.026074,6.239754,199,CHAOTIC
4.880,4.018313,1.003083,0.006697,6.275832,200,CHAOTIC
4.885,4.013646,1.002432,0.012389,6.249591,198,CHAOTIC
4.890,4.020005,1.000928,0.030634,6.274264,194,CHAOTIC
4.895,4.021673,1.002983,0.018839,6.282419,195,CHAOTIC
4.900,4.023440,1.001720,0.042969,6.238390,191,CHAOTIC
4.905,4.026585,1.004200,0.021622,6.234550,193,CHAOTIC
4.910,4.011810,1.001428,0.066935,6.256835,197,CHAOTIC
4.915,4.021010,1.000990,0.027981,6.264015,196,CHAOTIC
4.920,4.019572,1.004766,0.034145,6.263567,199,CHAOTIC
4.925,4.024343,1.004996,0.037673,6.230655,195,CHAOTIC
4.930,4.030618,1.000290,0.085432,6.263236,194,CHAOTIC
4.935,4.031870,1.003266,0.014981,6.225508,197,CHAOTIC
4.940,4.027461,1.003615,0.026076,6.259120,199,CHAOTIC
4.945,4.026455,1.002868,0.013118,6.174203,199,CHAOTIC
4.950,4.029352,1.005000,0.105131,6.262710,196,CHAOTIC
4.955,4.025264,1.002678,0.059434,6.274485,197,CHAOTIC
4.960,4.029046,1.002342,0.046207,6.236866,199,CHAOTIC
4.965,4.031001,1.002125,0.010629,6.280386,197,CHAOTIC
4.970,4.031862,0.998626,0.050771,6.219437,199,CHAOTIC
4.975,4.029728,1.002991,0.005447,6.263446,197,CHAOTIC
4.980,4.028949,1.000089,0.025427,6.264046,196,CHAOTIC
4.985,4.036869,1.003061,0.077852,6.242723,197,CHAOTIC
4.990,4.034525,1.001917,0.086064,6.237050,198,CHAOTIC
4.995,4.030251,1.000037,0.015667,6.280037,197,CHAOTIC
5.000,4.045640,0.997367,0.000188,6.282005,195,CHAOTIC
5.005,4.044416,0.999382,0.008516,6.274256,197,CHAOTIC
5.010,4.045433,1.004069,0.001056,6.198553,196,CHAOTIC
5.015,4.048437,1.002844,0.043817,6.266001,196,CHAOTIC
5.020,4.035839,1.004577,0.011685,6.276080,195,CHAOTIC
5.025,4.050291,1.004393,0.050504,6.252571,199,CHAOTIC
5.030,4.048274,1.005401,0.050058,6.252363,196,CHAOTIC
5.035,4.050864,1.003270,0.012971,6.270598,197,CHAOTIC
5.040,4.052773,0.998049,0.061344,6.265695,195,CHAOTIC
5.045,4.058944,1.001502,0.002833,6.258496,198,CHAOTIC
5.050,4.053506,1.002558,0.027576,6.264985,196,CHAOTIC
5.055,4.056417,1.002631,0.015144,6.263010,199,CHAOTIC
5.060,4.066421,1.002057,0.037600,6.277124,199,CHAOTIC
5.065,4.064174,1.005717,0.001906,6.164878,195,CHAOTIC
5.070,4.067235,1.003684,0.067413,6.238602,196,CHAOTIC
5.075,4.068402,1.004742,0.016923,6.246816,198,CHAOTIC
5.080,4.073830,1.000839,0.022099,6.224538,197,CHAOTIC
5.085,4.073429,1.001525,0.037022,6.241071,195,CHAOTIC
5.090,4.070034,1.003248,0.015871,6.172286,199,CHAOTIC
5.095,4.076592,1.001338,0.014772,6.233046,198,CHAOTIC
5.100,4.086564,1.005754,0.000915,6.272290,196,CHAOTIC
5.105,4.084868,1.003819,0.003587,6.254228,197,CHAOTIC
5.110,4.090444,1.004717,0.031908,6.222886,192,CHAOTIC
5.115,4.095171,1.002830,0.000217,6.269194,194,CHAOTIC
5.120,4.088160,1.003652,0.029512,6.267339,199,CHAOTIC
5.125,4.094364,1.007129,0.002008,6.234523,196,CHAOTIC
5.130,4.104082,1.003017,0.018740,6.282012,197,CHAOTIC
5.135,4.101937,1.003924,0.010794,6.245643,198,CHAOTIC
5.140,4.105664,1.005116,0.023827,6.227147,196,CHAOTIC
5.145,4.103587,1.002946,0.061881,6.195277,195,CHAOTIC
5.150,4.106695,1.004829,0.037247,6.278775,196,CHAOTIC
5.155,4.114396,1.003923,0.101983,6.282724,199,CHAOTIC
5.160,4.107235,1.003258,0.034062,6.282551,200,CHAOTIC
5.165,4.118798,1.005527,0.026789,6.270848,199,CHAOTIC
5.170,4.111450,1.008842,0.044051,6.282547,194,CHAOTIC
5.175,4.114248,1.002085,0.003474,6.279053,196,CHAOTIC
5.180,4.130394,1.006814,0.018230,6.256519,198,CHAOTIC
5.185,4.119511,1.005176,0.007704,6.243321,198,CHAOTIC
5.190,4.123971,1.007523,0.031600,6.242681,200,CHAOTIC
5.195,4.126831,1.002535,0.014518,6.268302,200,CHAOTIC
5.200,4.123383,1.008601,0.004634,6.268359,193,CHAOTIC
5.205,4.130078,1.007424,0.020918,6.282328,196,CHAOTIC
5.210,4.128946,1.004384,0.010546,6.224264,196,CHAOTIC
5.215,4.133897,1.007121,0.126849,6.269720,194,CHAOTIC
5.220,4.138105,1.007073,0.128670,6.274448,197,CHAOTIC
5.225,4.138580,1.006606,0.071849,6.279064,195,CHAOTIC
5.230,4.143466,1.007536,0.069446,6.226179,197,CHAOTIC
5.235,4.134173,1.006215,0.080787,6.233057,198,CHAOTIC
5.240,4.146924,1.006368,0.018393,6.276071,197,CHAOTIC
5.245,4.151025,1.004063,0.016061,6.267249,199,CHAOTIC
5.250,4.153606,1.004673,0.009543,6.256028,196,CHAOTIC
5.255,4.145517,1.007808,0.064224,6.258496,198,CHAOTIC
5.260,4.146461,1.005749,0.049073,6.262703,198,CHAOTIC
5.265,4.153403,1.009301,0.102731,6.253813,197,CHAOTIC
5.270,4.150802,1.002225,0.011894,6.282807,197,CHAOTIC
5.275,4.153205,1.005528,0.052438,6.275295,197,CHAOTIC
5.280,4.153970,1.007948,0.042749,6.283080,197,CHAOTIC
5.285,4.156335,1.002359,0.048340,6.255566,200,CHAOTIC
5.290,4.162813,1.002212,0.007930,6.261995,195,CHAOTIC
5.295,4.151746,1.006587,0.082725,6.271330,198,CHAOTIC
5.300,4.163507,1.007123,0.008810,6.231706,197,CHAOTIC
5.305,4.162751,1.007184,0.039307,6.277550,196,CHAOTIC
5.310,4.155270,1.004196,0.001147,6.200232,196,CHAOTIC
5.315,4.163245,1.004414,0.025364,6.266959,195,CHAOTIC
5.320,4.162838,1.001391,0.005061,6.264058,196,CHAOTIC
5.325,4.164900,1.004319,0.000971,6.254411,197,CHAOTIC
5.330,4.167496,1.002223,0.119241,6.230168,195,CHAOTIC
5.335,4.169325,1.005424,0.006597,6.280310,190,CHAOTIC
5.340,4.167874,1.003951,0.075971,6.232005,199,CHAOTIC
5.345,4.170710,1.003847,0.045333,6.281784,195,CHAOTIC
5.350,4.173279,1.004405,0.065213,6.259260,197,CHAOTIC
5.355,4.173753,1.005196,0.113831,6.267755,196,CHAOTIC
5.360,4.170586,1.004355,0.002440,6.257856,199,CHAOTIC
5.365,4.177876,1.004187,0.003396,6.251221,200,CHAOTIC
5.370,4.182399,1.004274,0.033158,6.232351,196,CHAOTIC
5.375,4.186806,1.001728,0.038082,6.264198,197,CHAOTIC
5.380,4.190614,1.000380,0.018517,6.276825,196,CHAOTIC
5.385,4.188780,1.002887,0.060751,6.273600,198,CHAOTIC
5.390,4.184220,1.001749,0.029337,6.262854,195,CHAOTIC
5.395,4.192013,0.997489,0.002761,6.258499,196,CHAOTIC
5.400,4.191089,1.002497,0.016605,6.217392,198,CHAOTIC
5.405,4.189827,1.002283,0.021853,6.256453,191,CHAOTIC
5.410,4.199934,0.998638,0.055679,6.167161,200,CHAOTIC
5.415,4.202486,0.999246,0.021143,6.257172,198,CHAOTIC
5.420,4.200627,1.000867,0.016998,6.278528,198,CHAOTIC
5.425,4.203476,0.998666,0.051625,6.255087,196,CHAOTIC
5.430,4.211145,1.001307,0.022344,6.280387,199,CHAOTIC
5.435,4.204511,0.997425,0.007457,6.196330,196,CHAOTIC
5.440,4.204584,1.000564,0.020115,6.225040,198,CHAOTIC
5.445,4.208871,1.000520,0.026331,6.281866,198,CHAOTIC
5.450,4.215891,0.997593,0.037995,6.246417,195,CHAOTIC
5.455,4.211626,1.004345,0.035813,6.236660,198,CHAOTIC
5.460,4.218410,1.003899,0.024073,6.201438,197,CHAOTIC
5.465,4.220325,1.001549,0.011639,6.282483,197,CHAOTIC
5.470,4.226886,1.000452,0.032718,6.267869,195,CHAOTIC
5.475,4.224308,1.001378,0.077482,6.280218,198,CHAOTIC
5.480,4.226173,1.003991,0.002252,6.259722,195,CHAOTIC
5.485,4.227986,1.000540,0.011340,6.242713,198,CHAOTIC
5.490,4.224282,1.005780,0.068593,6.275243,199,CHAOTIC
5.495,4.231076,1.002606,0.010507,6.262284,199,CHAOTIC
5.500,4.229273,1.001998,0.014789,6.207391,198,CHAOTIC
5.505,4.237139,1.002653,0.006297,6.251622,198,CHAOTIC
5.510,4.244872,1.004518,0.005818,6.267097,198,CHAOTIC
5.515,4.238842,1.003660,0.024547,6.215888,198,CHAOTIC
5.520,4.244609,1.001820,0.036175,6.214200,193,CHAOTIC
5.525,4.241763,1.004312,0.147796,6.266460,199,CHAOTIC
5.530,4.243835,1.006529,0.020871,6.241645,197,CHAOTIC
5.535,4.252396,1.001856,0.022481,6.257127,198,CHAOTIC
5.540,4.256134,1.004449,0.079270,6.271555,198,CHAOTIC
5.545,4.253233,0.998791,0.000662,6.279184,199,CHAOTIC
5.550,4.261513,1.003269,0.017892,6.272394,199,CHAOTIC
5.555,4.257954,1.007183,0.000800,6.282225,198,CHAOTIC
5.560,4.263143,1.004357,0.023705,6.232354,197,CHAOTIC
5.565,4.261730,1.006549,0.014559,6.265583,196,CHAOTIC
5.570,4.267647,1.004761,0.002058,6.274479,197,CHAOTIC
5.575,4.270767,1.004094,0.048823,6.255983,196,CHAOTIC
5.580,4.263430,1.006532,0.083024,6.256283,196,CHAOTIC
5.585,4.273880,1.002989,0.025706,6.275211,194,CHAOTIC
5.590,4.275424,1.004443,0.047312,6.281790,193,CHAOTIC
5.595,4.273101,1.004831,0.023222,6.268593,198,CHAOTIC
5.600,4.274773,1.004951,0.029981,6.277075,198,CHAOTIC
5.605,4.275304,1.008209,0.063649,6.267806,197,CHAOTIC
5.610,4.272892,1.007547,0.009459,6.258926,195,CHAOTIC
5.615,4.279123,1.003033,0.009827,6.266293,196,CHAOTIC
5.620,4.288260,1.009455,0.015148,6.248303,193,CHAOTIC
5.625,4.293121,1.002351,0.100962,6.221177,199,CHAOTIC
5.630,4.284093,1.008086,0.110878,6.279195,197,CHAOTIC
5.635,4.289974,1.002372,0.010653,6.271077,195,CHAOTIC
5.640,4.282512,1.007665,0.027056,6.263370,198,CHAOTIC
5.645,4.286178,1.005636,0.018294,6.281179,198,CHAOTIC
5.650,4.279825,1.007516,0.011203,6.204343,194,CHAOTIC
5.655,4.287709,1.006758,0.007823,6.239734,197,CHAOTIC
5.660,4.297275,1.005630,0.123656,6.256529,197,CHAOTIC
5.665,4.293165,1.010845,0.005530,6.163718,197,CHAOTIC
5.670,4.291321,1.008751,0.012829,6.280013,198,CHAOTIC
5.675,4.295793,1.009024,0.046204,6.262229,195,CHAOTIC
5.680,4.295307,1.009682,0.055156,6.270560,198,CHAOTIC
5.685,4.298102,1.002928,0.060765,6.274818,197,CHAOTIC
5.690,4.295419,1.007464,0.031742,6.278865,196,CHAOTIC
5.695,4.296155,1.007493,0.086193,6.261496,197,CHAOTIC
5.700,4.306693,1.006994,0.103832,6.257755,197,CHAOTIC
5.705,4.300099,1.004707,0.037395,6.250526,196,CHAOTIC
5.710,4.302179,1.007785,0.063835,6.212715,194,CHAOTIC
5.715,4.297831,1.006898,0.013765,6.200594,195,CHAOTIC
5.720,4.304325,1.003307,0.003401,6.247619,192,CHAOTIC
5.725,4.302248,1.003816,0.009656,6.277849,196,CHAOTIC
5.730,0.000029,-0.115749,0.015645,6.257236,196,QUASI-PERIODIC
5.735,4.303544,1.007587,0.053453,6.278477,198,CHAOTIC
5.740,4.309667,1.007941,0.025052,6.271089,195,CHAOTIC
5.745,4.318783,1.008315,0.026901,6.275102,197,CHAOTIC
5.750,4.315927,1.006152,0.024468,6.260704,199,CHAOTIC
5.755,4.317460,1.009207,0.001800,6.213527,198,CHAOTIC
5.760,4.318482,1.003717,0.107557,6.252756,197,CHAOTIC
5.765,4.316189,1.003606,0.085823,6.247203,199,CHAOTIC
5.770,4.319042,1.009028,0.068224,6.276422,198,CHAOTIC
5.775,4.329841,1.004119,0.028757,6.239349,194,CHAOTIC
5.780,4.317399,1.005502,0.020448,6.198966,197,CHAOTIC
5.785,4.328666,1.007424,0.000828,6.234772,196,CHAOTIC
5.790,4.324152,1.006154,0.004271,6.279608,196,CHAOTIC
5.795,4.329103,1.004162,0.000511,6.262949,197,CHAOTIC
5.800,4.330268,1.003424,0.006793,6.218027,197,CHAOTIC
5.805,4.326073,1.008986,0.019709,6.262143,197,CHAOTIC
5.810,4.328513,1.009221,0.026647,6.146014,198,CHAOTIC
5.815,4.331814,1.007799,0.005328,6.216159,195,CHAOTIC
5.820,4.340865,1.006342,0.039315,6.271010,196,CHAOTIC
5.825,4.342267,1.004447,0.020905,6.268660,199,CHAOTIC
5.830,4.345361,1.007511,0.012108,6.278513,197,CHAOTIC
5.835,4.345196,1.006414,0.009066,6.227744,197,CHAOTIC
5.840,4.345821,1.003576,0.055147,6.248244,197,CHAOTIC
5.845,4.345775,1.007566,0.018545,6.197053,195,CHAOTIC
5.850,4.350745,1.005921,0.030588,6.263211,197,CHAOTIC
5.855,4.350268,1.006185,0.012293,6.241848,198,CHAOTIC
5.860,4.351504,1.009345,0.023658,6.268977,200,CHAOTIC
5.865,4.364590,1.005682,0.038340,6.271405,197,CHAOTIC
5.870,4.356096,1.009214,0.026622,6.265999,198,CHAOTIC
5.875,4.364767,1.009714,0.045882,6.240704,200,CHAOTIC
5.880,4.364580,1.008643,0.003684,6.233202,200,CHAOTIC
5.885,4.366192,1.008592,0.050878,6.273079,197,CHAOTIC
5.890,4.368316,1.008297,0.031782,6.280743,198,CHAOTIC
5.895,4.373599,1.011332,0.149919,6.276109,197,CHAOTIC
5.900,4.376621,1.009635,0.024230,6.271869,199,CHAOTIC
5.905,4.385675,1.010157,0.025151,6.280468,195,CHAOTIC
5.910,4.373591,1.011195,0.176844,6.257472,195,CHAOTIC
5.915,4.379250,1.014794,0.020538,6.278364,196,CHAOTIC
5.920,4.388470,1.007706,0.005370,6.283114,197,CHAOTIC
5.925,4.389210,1.009548,0.020381,6.268416,192,CHAOTIC
5.930,4.389779,1.008471,0.035651,6.262798,196,CHAOTIC
5.935,4.389974,1.009741,0.043980,6.276758,197,CHAOTIC
5.940,4.392314,1.010962,0.008311,6.261127,196,CHAOTIC
5.945,4.393708,1.008822,0.051494,6.246334,197,CHAOTIC
5.950,4.393425,1.008470,0.086032,6.234910,198,CHAOTIC
5.955,4.402467,1.009833,0.103997,6.282780,197,CHAOTIC
5.960,4.407625,1.010393,0.014873,6.235798,197,CHAOTIC
5.965,4.402575,1.010228,0.117039,6.275759,199,CHAOTIC
5.970,4.407238,1.010733,0.040910,6.282169,198,CHAOTIC
5.975,4.406089,1.007436,0.004918,6.220523,198,CHAOTIC
5.980,4.411771,1.014393,0.001551,6.269504,198,CHAOTIC
5.985,4.412000,1.011813,0.060969,6.261447,195,CHAOTIC
5.990,4.409768,1.012049,0.034235,6.253791,198,CHAOTIC
5.995,4.412307,1.014023,0.013692,6.243426,193,CHAOTIC
6.000,4.413502,1.009769,0.022337,6.231106,197,CHAOTIC
